Game,Similar1,Score1,Similar2,Score2,Similar3,Score3
Thousand Arms,Ogre Battle Series: Tactics Ogre,0.9984771273290896,Shin Megami Tensei: Devil Summoner - Soul Hackers,0.9770364460800754,Shin Megami Tensei,0.9696044703331514
de Blob 2,El Tigre: The Adventures of Manny Rivera,0.9366627304471331,Nicktoons: Attack of the Toybots,0.935467017203343,SpongeBob SquarePants: Creature from the Krusty Krab,0.8601812138102117
Arctic Thunder,Spy Hunter,0.988915675473452,Spy Hunter 2,0.9870444848101292,Freaky Flyers,0.9850320202013798
Hyperdimension Neptunia Re;Birth 3,Hyperdimension Neptunia Re;Birth 2,0.9995863989437945,Hyperdimension Neptunia U: Action Unleashed,0.9960939324386342,MegaTagmension Blanc + Neptune VS Zombies,0.9940770579750012
Barnyard,Ratatouille,0.9953018634354985,The Incredibles: Rise of the Underminer,0.9951403789588684,Teen Titans,0.9896086170852016
Stolen Song,Kowloon's Gate,0.9976944463507066,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,0.9936237771099833,Broken Sword II: The Smoking Mirror,0.987015893816768
Darkspore,All Points Bulletin,0.9950252921890026,Dragon Age Origins: Awakening,0.9930456103904453,Dragon Age: Origins - Ultimate Edition,0.9911203453059141
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Just Dance: Disney Party,0.9972658780400183,Hole in the Wall: Deluxe Edition,0.988850433754422,The Price is Right: Decades,0.9888362473271244
Armored Core: Verdict Day,Motto! SoniComi,0.7818729174530625,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0.7777097891038838,Muv-Luv Alternative: Total Eclipse,0.7760443495030664
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0.9898779004623193,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,0.9877784247746935,Naruto Shippuuden: Shinobi Retsuden III,0.9860026621310134
Harvey Birdman: Attorney at Law,Full House Kiss 2,0.9789600131806833,EverBlue 2,0.8546919154054164,Clock Tower 3,0.8212487216409508
Wipeout 2,Cabela's Adventure Camp,0.9987097900851245,Guitar Hero: Van Halen,0.9773047712152636,Guitar Hero: Smash Hits,0.9694032595354034
Dawn of Discovery,Petz Hamsterz Superstarz,0.9993944908036145,Petz Fashion: Dogz & Catz,0.9993002413595453,Imagine: Cheerleader,0.9989393161877108
DEATH NOTE: Kira Game,Tokimeki Memorial: Girl's Side 2nd Season,0.9954607773301407,Time Hollow,0.9950365613599874,L: the proLogue to DEATH NOTE - Rasen no Wana,0.9941722315270287
Sengoku Cyber: Fujimaru Jigokuhen,Sentou Kokka Air Land Battle,0.9997079926338495,Carnage Heart,0.9996705748012454,Princess Maker: Yumemiru Yosei,0.9908228481339021
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.995629872659342,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",0.9941759577326774,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,0.9878409874543259
ASH: Archaic Sealed Heat,Kurikin: Nano Island Story,0.9985414345033241,Eyeshield 21: Max Devil Power,0.9955385245208307,Soma Bringer,0.9954607773301407
Happy Feet Two,Looney Tunes: Duck Amuck,0.9890322460250613,The Lord of the Rings: Aragorn's Quest,0.9626391201320798,Legend of the Guardians: The Owls of Ga'Hoole,0.9624068730367763
Brunswick Pro Bowling,Turbo: Super Stunt Squad,0.7548365770983629,Gem Smashers,0.7466720622487221,Outdoors Unleashed: Africa 3D,0.7465510690345322
Fantastic Four: Rise of the Silver Surfer,Grand Theft Auto: San Andreas,0.9952140947321502,NBA 2K6,0.9778243457650864,Top Spin 3,0.8801066475598462
Dorabase 2: Nettou Ultra Stadium,Pro Yakyuu Famista DS 2009,0.9993866577741795,Pro Yakyuu Famista DS 2010,0.9937988674249159,Pro Yakyuu Famista DS,0.9824064371633101
Center Ring Boxing,Battle Arena Toshinden Remix,0.8743231608754379,Golden Axe: The Duel,0.8711039008740209,Galaxy Fight,0.8701703817767226
NHL 2K3,NCAA College Basketball 2K3,0.9995080579092313,Sega Soccer Slam,0.9992503328135773,NFL 2K2,0.9989812925260705
Puzzler World 2,OK! Puzzle Stars,0.9993750182082832,Take A Break's: Puzzle Master,0.992049818043349,Wordfish,0.9799161851664167
Die Hard: Vendetta,Reign of Fire,0.7433498370635643,BloodRayne,0.7431911271154639,Dead to Rights,0.742070448232006
Sword Art Online: Hollow Fragment,Digimon Story: Cyber Sleuth,0.9985079690110383,Sword Art Online: Lost Song,0.9974337302434918,Sword Art Online: Game Director's Edition,0.9929160389356009
F1 2002,Shox,0.999423550094136,Drome Racers,0.9990142262378165,LEGO Racers 2,0.9959407114848715
Hasbro Family Game Night Fun Pack,Trivial Pursuit: Bet You Know It,0.999111777763894,Family Game Night 4: The Game Show,0.9988979674614916,MySims Collection,0.9965412902063298
FIFA Soccer,FIFA Soccer 06,0.9999132113370099,Tiger Woods PGA Tour 06,0.9985281298803513,Tiger Woods PGA Tour,0.9976879551434652
Dead Island Definitive Collection,This War of Mine,0.9975304657489243,Saints Row: Gat out of Hell,0.997291010684095,Saints Row IV,0.9875014302757616
Sphinx and the Cursed Mummy,Evil Dead: Fistfull of Boomstick,0.9998987271016964,New Legends,0.9964908831796688,Dynasty Warriors 3,0.9964015822053229
Army Men: Soldiers of Misfortune,Chicken Blaster,0.706913115212038,C.O.R.E.,0.7069019946600554,Big Bang Mini,0.7066974689405734
GT Advance 2: Rally Racing,Hot Wheels: Burnin' Rubber,0.9996853996823208,MX 2002 Featuring Ricky Carmichael,0.9996788066789525,Hot Wheels Velocity X,0.9966888562600364
Mystery P.I. - Portrait of a Thief,The Daring Game for Girls,0.995568010294783,Samantha Swift and the Hidden Roses of Athena,0.9829698913880104,Vampire Mansion: Linda Hyde,0.96401230417818
Yakuza,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,0.996826095928791,Anarchy Reigns,0.9930488295460738,K-On! After School Live!! HD Ver.,0.9919166265453045
DOA 2: Dead or Alive 2 Hardcore,Dead or Alive 2,0.8380478501265285,Dead or Alive,0.7895890970030415,Angelique Trois,0.7785869100618704
A Witch's Tale,Rhapsody: A Musical Adventure,0.9935781650973801,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,0.718708295037925,Foto Showdown,0.7185289975577074
Hollywood Squares,Who Wants to Be a Millionaire: 3rd Edition,0.9999747084185351,The Amazing Race,0.9998710487014114,Family Feud Decades,0.9992996251515529
Cabela's Deer Hunt 2005 Season,Cabela's Big Game Hunter 2005 Adventures,0.9987960785163343,Disney's Extreme Skate Adventure,0.996112001767926,Cabela's Dangerous Hunts 2,0.9957461992197075
SplashDown,Apex,0.9964969385708389,V-Rally 3,0.9943386859185425,Furious Karting,0.9942302669146539
Nobunaga no Yabou: Tenshoki,San Goku Shi V,0.9988581963901492,Romance of the Three Kingdoms II,0.866363793345647,Quo Vadis,0.8611977667077118
Stronghold,Railroad Tycoon 3,0.9839439215552375,StarCraft,0.7700341526790938,Caesar III,0.769968670379992
Warhammer: Battle March,Fritz Chess,0.7072976145932658,WSC REAL 09: World Snooker Championship,0.7070531834680581,Fritz Chess,0.70696108521404
F1 Racing Championship,Bugriders: The Race of Kings,0.7927312266490713,Peak Performance,0.7925740099894605,Ray Tracers,0.7919865552589072
Dead Man's Hand,Terminator 3: The Redemption,0.999483445117235,Shadow Ops: Red Mercury,0.9993885378201373,Unreal II: The Awakening,0.9974819309877326
Smash Cars,Whiteout,0.7329540730165726,Butt-Ugly Martians: Zoom or Doom!,0.7329540730165726,Stunt GP,0.7320243582898096
NASCAR 07,NASCAR 08,0.9903851026892929,F1 Career Challenge,0.9624161846963686,Shox,0.9364409905057549
Karaoke Revolution Presents American Idol Encore 2,Karaoke Revolution Presents American Idol Encore,0.9997818151315736,Karaoke Revolution,0.994917489382503,Mahjong Kakutou Club: Zenkoku Taisenban,0.9774317161566154
Nickelodeon Dance,Let's Cheer,0.9994470189482852,"Carnival Games: Monkey See, Monkey Do!",0.9854729543571961,MLB 2K12 / NBA 2K12 Combo Pack,0.7536352393983384
Pac 'n Roll,Pac-Man World 3,0.9979705746009722,Rainbow Islands Revolution,0.7040356326133448,Frogger: Helmet Chaos,0.7032830579638512
Cabela's North American Adventures,Little League World Series Baseball 2010,0.9996347974479933,Rapala Pro Bass Fishing 2010,0.9942347213374119,Cabela's Survival: Shadows of Katmai,0.9930316075756549
Mechanic Master,TouchMaster 2,0.7920064567513072,Smiley World: Island Challenge,0.707881865616296,The Humans: Meet the Ancestors!,0.707881865616296
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,J-League Winning Eleven 9: Asia Championship,1.0000000000000002,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0.9955983729373957,World Soccer Winning Eleven 9 Bonus Pack,0.9941461883106215
Melty Blood: Act Cadenza,Hokuto no Ken,0.9897275611214259,Cyber Troopers Virtual-On Marz,0.945225240008206,SNK vs. Capcom: The Match of the Millennium,0.9215876162280359
Dokapon Kingdom,Magicians Academy,0.699099478953942,Virtua Quest,0.6989822139830854,Elvandia Story,0.6985491788546772
ToeJam & Earl III: Mission to Earth,Otogi: Myth of Demons,0.998759275641314,JSRF: Jet Set Radio Future,0.9974943033206392,Otogi 2: Immortal Warriors,0.9955870750089401
Phantasy Star Collection,Dungeons & Dragons: Eye of the Beholder,0.9957179819777862,Shining Soul,0.9883622616483534,Dragon Ball Z: The Legacy of Goku I & II,0.9649507450083384
Doukoku Shoshite...,Myst,0.8278561938082007,Lunacy,0.8276668658967361,Tenchi Muyou! Ryoukouki Gokuraku,0.827586678451969
LEGO Knights' Kingdom,Astro Boy: Omega Factor,0.9960644473597801,Bionicle,0.9960644473597801,Spongebob Squarepants / Fairly Odd Parents Double Pack,0.9955047365678749
Final Fantasy III,Lord of Apocalypse,0.9969265793430792,Kingdom Hearts: Birth by Sleep - Final Mix,0.9936034555247086,Lord of Arcana,0.9765140216831458
Family Game Night 4: The Game Show,Hasbro Family Game Night 3,0.9924436031458981,Trivial Pursuit,0.9730233833054487,Monopoly Streets,0.9641094054859608
Retro Game Challenge,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,0.995953958451504,Kekkaishi: Karasumori Ayakashi Kidan,0.9942493927603799,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0.9941836722802656
NBA Jam 2002,All-Star Baseball 2003,0.9997015044713097,Dave Mirra Freestyle BMX 3,0.9988435764276894,All-Star Baseball 2004,0.9960612182199887
Every Extend Extra,Platypus,0.6999370376691273,Battlezone,0.6998446224244801,Disney's Chicken Little: Ace In Action,0.6993446753694601
Shining Force NEO,Shining Tears,0.9957441534151321,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.9790754637509635,Phantasy Star Universe: Ambition of the Illuminus,0.9735388085090231
Tony Hawk's Pro Skater 5,Ghostbusters (2016),0.8260983186469617,R.B.I. Baseball 2016,0.8260470020433901,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.8259708425433856
Brain Quest: Grades 5 & 6,Travel Games For Dummies,0.9998179049253846,Zubo,0.9993872395360344,Brain Quest: Grades 3 & 4,0.999369468501938
SingStar Latino,SingStar Chartbreaker,0.9969028404760789,Toro to Morimori,0.9964635752774478,ESA Game Pack,0.9961308630262784
Girl Time,Paws & Claws Pet Vet: Australian Adventures,0.9999788244299912,Dream Day: Wedding Destinations,0.999761896687609,Scripps Spelling Bee,0.9955601199014538
Army Men: Sarge's War,Robotech: Invasion,0.9992400630193143,Army Men: Major Malfunction,0.9806275719436293,RoboCop,0.7188075332608783
Ultimate Mortal Kombat,Foster's Home for Imaginary Friends: Imagination Invaders,0.7001755486829349,Showtime Championship Boxing,0.7001755486829349,Myst,0.6983639959591379
Pocket Soccer League: Calciobit,Mario Golf: World Tour,0.9634899631786011,Mario Tennis Open,0.8579337111213218,Kuroko's Basketball: Miracle Game,0.7755120342697858
Primal Rage,Striker 96,0.8665112014003211,Blades of Blood: Samurai Shodown III,0.866500257041669,Zero Divide,0.8664584521384002
FIFA Street 2,FIFA World Cup Germany 2006,0.9998983967115872,FIFA Soccer 07,0.9989293976247544,Tiger Woods PGA Tour 06,0.9955494490392229
DiRT Rally,F1 2016 (Codemasters),0.9999068520499714,F1 2015,0.9961248452434772,DiRT Rally,0.8343107650623742
Heart Catch PreCure! Oshare Collection,Tamagotchi no Pichi Pichi Omisecchi,0.9994183519405742,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,0.999416350986435,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,0.9976675201747423
UEFA Euro 2016,Pro Evolution Soccer 2017,0.9977758099330496,Jikkyou Powerful Pro Baseball 2016,0.9907209179900802,Pro Yaky? Spirits 2014,0.976630603943822
Taito Legends,Taito Legends 2,0.993637998285065,eJay Clubworld,0.9811755620951943,Flow: Urban Dance Uprising,0.704399926323829
Tom Clancy's Rainbow Six: Rogue Spear,The Sum of All Fears,0.9991153820933889,Razor Freestyle Scooter,0.7513793408601597,Planet of the Apes,0.7510950938156186
BoomBots,War Gods,0.8119797992876832,Robo Pit,0.8116943299519919,Killing Zone,0.8115260561428816
Monster Madness: Battle for Suburbia,Section 8,0.9733866105484195,Brothers in Arms: Furious 4,0.7009662618293637,The History Channel: Battle for the Pacific,0.7004262993104579
Star Trek: Conquest,Palais de Reine,0.6997924690034136,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,0.6997924690034136,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),0.698628210088539
FIFA Soccer 06,FIFA Soccer,0.9999132113370099,Tiger Woods PGA Tour 06,0.9980223090290865,Tiger Woods PGA Tour,0.9971207853728642
Life is Strange,Hitman (2016),0.83486784271802,Life is Strange,0.8346542296575779,Deus Ex: Mankind Divided,0.8332608113447648
NFL Head Coach 09,NFL Tour,0.9999071779222446,NCAA Basketball 09,0.9970816507730618,UEFA Champions League 2006-2007,0.9937948536960433
World Championship Rugby,Summer Heat Beach Volleyball,0.9861571014998787,BMX XXX,0.9840211684159585,NBA Jam,0.9712795238148166
Phantom Dust,Fatal Frame II: Crimson Butterfly Director's Cut,0.999425701647584,Ninja Gaiden Black,0.9957164318549911,Grabbed by the Ghoulies,0.9952237384423648
Shinseiki Evangelion: Koutetsu no Girlfriend,D,0.828659191446759,Myst,0.8279061984793129,Night Head: The Labyrinth,0.8246486462007314
Shin Sangoku Musou: Multi Raid 2,Shin Sangoku Musou 6 Special,0.9966144290470957,Shin Sangoku Musou 5 Empires,0.9947658069912195,Shin Sangoku Musou 5 Special,0.9907759666338536
Taiko Drum Master: Tokumori!,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,0.9957053927022894,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0.9931678133193544,Taiko no Tatsujin: Wii U Version!,0.9904015026039918
Growlanser Generations,Growlanser VI: Precarious World,0.9263402395677462,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0.8929181603015601,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),0.85028962005264
Mega Man Battle Chip Challenge,Space Channel 5: Ulala's Cosmic Attack,0.7339329070891318,Chessmaster,0.73350408566445,Pinball Tycoon,0.7334165062820313
Desktop Tower Defense,Lock's Quest,0.9955516775725892,Age of Empires: Mythologies,0.9936832823628419,Zoo Tycoon 2 DS,0.9893869804232457
Puyo Puyo Tetris,Puyo Puyo!! 20th Anniversary,0.9767494981976408,Picross 3D 2,0.8094539010381535,7th Dragon III Code: VFD,0.8084606392539582
Pro Evolution Soccer 2014,Castlevania: Lords of Shadow 2,0.9955383431637395,Metal Gear Solid V: The Phantom Pain,0.9914547345617716,Pro Evolution Soccer 2012,0.9886174877813863
"Sakura Wars: So Long, My Love",Earth Seeker,0.7342938203110058,Harukanaru Toki no Naka de 5: Kazahanaki,0.7337442280685652,Sengoku Musou 3: Moushouden,0.7241755410885464
The Settlers,TMNT,0.9982720032447728,Star Wars: Lethal Alliance,0.9953299443116126,Prince of Persia: The Fallen King,0.9951249731380842
Grease,My First Dollhouse,0.999994514197488,Learning to Spell,0.9990788583673074,World Championship Spelling,0.9986948063563083
My SAT Coach with The Princeton Review,My Chinese Coach,0.9999176441756059,Midnight Play! Pack,0.9998904999116073,My Fun Facts Coach,0.9997542900741645
Family Fun Football,Champion Jockey: G1 Jockey & Gallop Racer,0.9838113080426247,G1 Jockey Wii,0.9790511995152732,The Cages: Pro Style Batting Practice,0.7204440856096515
Ring of Red,Suikoden Tactics,0.9086765645793311,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),0.8225668890923374,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),0.8203880746672494
Cold Winter,Battlestar Galactica,0.9823694147179631,SWAT: Global Strike Team,0.9702248952078998,Metal Arms: Glitch in the System,0.967895194337286
International Track & Field 2000,NHL Blades of Steel 2000,0.9989777150961716,Bottom of the 9th '99,0.997871478049055,NBA in the Zone 2000,0.9965595591080496
The Hardy Boys: Treasure on the Tracks,Suzumiya Haruhi no Chokuretsu,0.9954114909932998,Lilpri DS: Hime-Chen! Apple Pink,0.992740236344688,Dream Chronicles,0.7198882257724476
PDC World Championship Darts: Pro Tour,John Daly's ProStroke Golf,0.994189384852618,WSC Real 11: World Snooker Championship,0.7318954897128815,Winter Sports 2011,0.7317002511331294
Stubbs the Zombie in Rebel Without a Pulse,The Incredibles: Rise of the Underminer,0.9998909419987161,Evil Dead: Regeneration,0.9998621846727966,Advent Rising,0.9998360725935871
Batman: Dark Tomorrow,Rogue Ops,0.9998484633550022,Egg Mania: Eggstreme Madness,0.7345426529183167,NightCaster II: Equinox,0.733866364904826
Ping Pals,The Naked Brothers Band: The Video Game,0.927955584357551,Pass the Pigs,0.9262955787909722,Are You Smarter than a 5th Grader? Make the Grade,0.9078775478080576
Fatal Frame: Maiden of Black Water,Devil's Third,0.9914130291964709,NES Remix,0.9910546169379081,Mario & Sonic at the Rio 2016 Olympic Games,0.9884572292614213
MySims SkyHeroes,Create,0.9992680294546468,G.I. Joe: The Rise of Cobra,0.992910804222481,Rango: The Video Game,0.9898541247356869
Blood Drive,Monster Jam: Path of Destruction,0.9998597916125538,NASCAR Unleashed,0.9964362698628846,DreamWorks Super Star Kartz,0.9961049535878191
18 Wheeler: American Pro Trucker,Jeremy McGrath Supercross World,0.9999947903238988,XGIII: Extreme G Racing,0.9964915893732873,Burnout 2: Point of Impact,0.9963525922563969
Jake Hunter Detective Story: Memories of the Past,Gakuen Alice: WakuWaku * Happy Friends,0.6997553707188982,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,0.6997121522797916,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.6995779606768001
Start the Party! Save the World,SingStar Guitar,0.9960671999191815,SingStar Apres-Ski Party 2,0.9958469702921927,SingStar: Back to the 80s,0.9955538511068349
The King of Fighters XII,Lucha Libre AAA: Heroes del Ring,0.7197539024585397,Dennou Senki Virtual-On Force,0.7180215807295288,Senko no Ronde DUO,0.7180215807295288
Digimon World DS,Xenosaga I·II,0.9963271175712587,Brave Story: Boku no Kioku to Negai,0.9963271175712587,InuYasha: Secret of the Divine Jewel,0.9954628874562972
Naruto Ultimate Collection,Pac-Man Power Pack,0.9998098203257912,Super Robot Taisen Z Special Disc,0.9841509876476922,Namco Museum 50th Anniversary (JP sales),0.9574031227081437
The King of Fighters '99,The King of Fighters '97,0.9895514459474433,Real Bout Garou Densetsu Special: Dominated Mind,0.9881636112033092,Samurai Shodown: Warrios Rage,0.9844513896701199
Mass Destruction,PowerSlave,0.9982815263619504,Jupiter Strike,0.8445261807454918,Novastorm,0.8433754053075045
Bodycount,Operation Flashpoint: Red River,0.9893553605356781,Damnation,0.9849532313371554,Turning Point: Fall of Liberty,0.9590801173701999
Batman: Rise of Sin Tzu,"Crouching Tiger, Hidden Dragon",0.9983494890498904,Rocky: Legends,0.9960645016735178,Cold Fear,0.9833073783742328
Shinseiki Evangelion: Koutetsu no Girlfriend,Deep Fear,0.9991042628842777,Lunacy,0.9944260155976102,The Space Bar,0.9936118970919134
Skylanders: SuperChargers,The Peanuts Movie: Snoopy's Grand Adventure,0.9989046926209271,The Amazing Spider-Man 2 (2014),0.9971403456754224,Skylanders: Trap Team,0.9959068664985224
Super Swing Golf Season 2,Balls of Fury,0.6989065455881677,Backyard NFL Football,0.6988122174098721,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,0.6984600909279727
Queen's Blade: Spiral Chaos,.hack//Link,0.9949402786323811,Tales of Rebirth,0.9933517176400779,Battle Spirits: Kiseki no Hasha,0.9877048341666717
Jikkyou Powerful Pro Yakyuu '95,Goal Storm '97,0.9959915222678191,The Final Round,0.986579371507158,Bottom of the 9th,0.9863973607131282
Spy vs Spy,Knight's Apprentice: Memorick's Adventures,0.7074062307612847,Headhunter: Redemption,0.7074062307612847,Carmen Sandiego: The Secret of the Stolen Drums,0.7070755940098201
Coraline,Astro Boy: The Video Game,0.9999789229417855,The Secret Saturdays: Beasts of the 5th Sun,0.9798975843326827,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,0.9578045700853737
The Price is Right: Decades,Hole in the Wall: Deluxe Edition,0.9999811121853284,Family Feud: 2012 Edition,0.99997624251526,Who Wants to Be A Millionaire?,0.9999199966800836
Sega Touring Car Championship,Daytona USA Championship Circuit Edition,0.998311233214217,Hang On GP,0.9977085375881262,Gale Racer,0.9950053516098185
GoldenEye: Rogue Agent,Battlefield 1942: The WW II Anthology,0.7054265847556892,Dragon Booster,0.7052722863291626,Space Invaders Revolution,0.7052348192234871
JASF: Jane's Advanced Strike Fighters,Ride to Hell,0.7540577387294881,Muv-Luv Alternative: Total Eclipse,0.752127743609295,Motto! SoniComi,0.7520581182707075
Cake Mania,Mega Brain Boost,0.9935101025290609,Cake Mania 2: Jill's Next Adventure!,0.9882498368118391,The New York Times Crosswords,0.965930614063676
Cold Fear,And1 Streetball,0.9892101235914623,Rocky: Legends,0.9890216190507094,"Crouching Tiger, Hidden Dragon",0.9829609733544078
Akiba's Trip: Undead & Undressed,Ghostbusters (2016),0.812755829302883,Resident Evil 5 HD,0.8126554208920524,Paragon,0.8126554208920524
Zangeki no Reginleiv,Fatal Frame 2: Wii Edition,0.9872062013081122,Disaster: Day of Crisis,0.9764839316955565,Zero: Tsukihami no Kamen,0.9619092357023274
Stronghold Kingdoms,The Lost Chronicles of Zerzura,0.7508156042569151,Oil Rush,0.7499721007220697,Tropico 4: Modern Times,0.7499721007220697
Fabulous Finds,Merv Griffin's Crosswords,0.9938876560100952,Mechanic Master 2,0.7204019371969611,Mind over Matter,0.7204019371969611
Vacation Sports,Academy of Champions: Soccer,0.9999231214251288,Shaun White Skateboarding,0.9950065386377646,Shaun White Snowboarding: World Stage,0.9919407761921559
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,Daito Giken Premium Pachi-Slot Collection: Yoshimune,0.9896946639032387,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.698980137569385,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,0.698980137569385
PDC World Championship Darts: Pro Tour,My Fitness Coach: Club,0.7336233607636174,Winter Sports 2011,0.7335991272667788,Let's Dance with Mel B,0.7334790563573006
Pimp My Ride,SCORE International Baja 1000: The Official Game,0.9999725530033228,Hot Wheels: Beat That!,0.995305478496488,Monster Jam,0.9949049692783141
Surf's Up,Rocky Balboa,0.9977368704225679,Shaun White Snowboarding,0.9787923337293566,Virtua Tennis 3,0.6960666835891398
Invizimals: The Lost Tribes,Fat Princess: Fistful of Cake,0.991886094766326,Pursuit Force: Extreme Justice,0.9351864972392334,God of War: Ghost of Sparta,0.7923956936368467
Let's Play Garden,Let's Play Flight Attendant,0.9976672646882015,Dreamer Series: Teacher,0.9958897337901729,Dreamer Series: Shop Owner,0.9956922206825963
NHL Hitz 20-03,NFL Blitz 20-02,0.9999610143241731,NFL Blitz 20-03,0.9993931813704151,RedCard 20-03,0.9991807183144339
Murakumo: Renegade Mech Pursuit,SeaBlade,0.7396979165840961,AirForce Delta Storm,0.7382238939824057,Reign of Fire,0.7380902248407757
Heavy Fire: Afghanistan,Reload: Target Down,0.9915239044991793,Heavy Fire: Afghanistan,0.7468300732865044,Heavy Fire: The Chosen Few 3D,0.7468300732865044
Samurai Warriors 4-II,Samurai Warriors 4: Empires,0.9998438458520957,Arslan: The Warriors of Legend,0.999542548407171,Romance of the Three Kingdoms 13,0.9993885919271905
Open Season,Cloudy With a Chance of Meatballs,0.9607172463411527,The Smurfs 2,0.8193222130410123,Rayman Legends,0.779389753474436
WireWay,Miami Law,0.999994231982658,Tokimeki Memorial Girl's Side 1st Love Plus,0.9958509483219953,Elebits: The Adventures of Kai and Zero,0.9955210156965688
Gun Metal,AirForce Delta Storm,0.7451297705518062,SeaBlade,0.7449445780500111,Totaled!,0.7444878662882155
Just In Time Translations,Are You Smarter Than a 5th Grader? Back to School,0.9961366962568118,Beat City,0.9960234029111228,Drawn to Life Collection,0.995624720244336
John Daly's ProStroke Golf,PDC World Championship Darts: Pro Tour,0.994189384852618,Pro Angler Moves,0.736457959988774,Madden NFL 13,0.73615223985655
Pro Yaky? Spirits 5,Pro Yaky? Spirits 6,0.9934729092282699,Pro Yaky? Spirits 4,0.9930529369639491,Pro Yakyuu Spirits 5 Kanzenban,0.9899037038620776
Samurai Warriors 4-II,Dynasty Warriors 8: Empires,0.9978162099635369,Samurai Warriors 4: Empires,0.9975530483084878,Arslan: The Warriors of Legend,0.9964800415315644
BloodRayne,Monster Force,0.7447628073905945,The Scorpion King: Rise of the Akkadian,0.7434698536042392,Reign of Fire,0.7434698536042392
The Hardy Boys: The Hidden Theft,Agatha Christie: Evil Under the Sun,0.9956875869725257,Agatha Christie: And Then There Were None,0.9954363548827965,Survivor,0.7203836055535187
Metal Slug 4 & 5,Castle Shikigami 2,0.7060326320398493,SD Gundam Force: Showdown!,0.7056494804887314,DICE: DNA Integrated Cybernetic Enterprises,0.7050950337590576
Pac-Man and the Ghostly Adventures 2,Majin and the Forsaken Kingdom,0.9550943129712356,Haikyu!! Cross Team Match!,0.8103859702250416,Game of Thrones (Telltale),0.8086850935036793
ECW Anarchy Rulz,X-Men: Children of the Atom,0.9981665146208556,HBO Boxing,0.9965595591080496,Killing Zone,0.9866123070453541
InuYasha: A Feudal Fairy Tale,Samurai Deeper Kyo,0.9961370247264867,Digimon Rumble Arena,0.9838795853164957,Gundam: The Battle Master,0.9444900480377559
Gem Quest: 4 Elements,May's Mystery: Forbidden Memories,0.9999458537948371,Curse of the Amsterdam Diamond,0.7534503289136427,Jewel Match 2,0.7533655810852031
Funky Barn,Imagine: Fashion Designer,0.9968463956510362,Petz Fantasy 3D,0.9959093724706279,Zoo Resort 3D,0.993325837632404
J-League Winning Eleven 9: Asia Championship,J-League Winning Eleven 9: Asia Championship,1.0000000000000002,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0.9955983729373957,World Soccer Winning Eleven 9 Bonus Pack,0.9941461883106215
Sabrina The Teenage Witch: Potion Commotion,Tomb Raider: The Prophecy,0.9998313556566871,The Mummy,0.9982996250608591,Tom Clancy's Splinter Cell,0.996458318644786
